id,constituency_code,candidate_name,uid,candidate_rank,election_date,election_type,contest_status,assembly,province,constituency_number,constituency_name,voter_reg,votes_polled,turnout,turnout_calc,valid_votes,valid_calc,votes_disq,candidate_party,candidate_votes,candidate_share,outcome,found_initially,key,match
91,NA-10,Hamid Iqbal Khan,00014,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Pakistan Peoples Party Parliamentarians,5690,0.0450775190727816,Loss,TRUE,uuid:e7ff4d5a-c2b6-4dcd-98fd-c9230a007d86,uid
92,NA-10,Bakht Nasib Khan,00013,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Awami Workers Party,1200,0.00950668240550754,Loss,TRUE,uuid:f6e864f6-7862-4a0d-bd19-07d975963aea,uid
93,NA-10,Praviz Ahmad,00016,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Independent,1093,0.00865900322434978,Loss,FALSE,NA,NA
94,NA-10,Said Fareen,00019,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Independent,247,0.00195679212846697,Loss,FALSE,NA,NA
95,NA-10,Safeer Khan,00018,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,10,Shangla,374343,128302,0.3427,0.342739145649845,126227,126227,4873,Independent,121,9.58590475888677e-4,Loss,FALSE,NA,NA
96,NA-11,Afreen Khan,00126,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Muttahida Majlis-e-Amal Pakistan,16480,0.25960523621241,Win,TRUE,uuid:e39b7532-4c2a-438c-bf3a-4226d96186aa,uid
97,NA-11,Dost Muhammad Shakir,00129,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,14536,0.228981900096092,Loss,TRUE,uuid:45931215-0f33-496c-b920-079c6d17cbac,uid
98,NA-11,Mehboobullah Jan,00134,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Pakistan Muslim League,13188,0.207747199949591,Loss,TRUE,uuid:0738b73b-f63e-452b-bc19-84879b0f931d,uid
99,NA-11,Aurang Zeb,00127,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Pakistan Tehreek-e-Insaf,9585,0.150990060017958,Loss,TRUE,uuid:6557e3ac-5827-4745-91fa-70f6d2097868,uid
100,NA-11,Syed Gul Badshah,00141,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,4496,0.0708243411414439,Loss,FALSE,uuid:231464a8-a3ab-460c-bb09-5da6d2d4e912,fuzzy
101,NA-11,Malak Nor Wali Shah,00133,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Pakistan Peoples Party Parliamentarians,4386,0.0690915392007057,Loss,TRUE,uuid:82e387b7-3c05-46eb-83ff-217459c20bd0,uid
102,NA-11,Abdul Qayum,00125,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,194,0.00305603251366551,Loss,TRUE,uuid:a951d622-b1d9-4b54-8750-bb8a743c3e8b,uid
103,NA-11,Noor Ul Amin,00137,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Qaumi Watan Party,183,0.00288275231959169,Loss,TRUE,uuid:6b9b42d1-4fb9-4c02-b85b-a1323ff4de86,uid
104,NA-11,Said Jan,00138,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,111,0.00174855468565398,Loss,TRUE,uuid:bc22af74-d861-436d-b3b8-2b8da18e939a,uid
105,NA-11,Bakht Jahan,00128,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Allah-o-Akbar Tehreek,95,0.00149651076700115,Loss,TRUE,uuid:6917994a-01f3-4c8e-b885-209d8fa1a3d9,uid
106,NA-11,Shehzad Latif,00139,11,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,66,0.0010396811644429,Loss,TRUE,uuid:3501b052-b039-4f77-b126-8f357ca6c5ec,uid
107,NA-11,Haji Misar Khan,00131,12,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Pakistan Muslim League (N),33,5.19840582221452e-4,Loss,TRUE,uuid:89125e67-8f83-4ccb-a0f9-7b0ee37f7213,uid
108,NA-11,Haji Mir Dad,00130,13,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,32,5.04087837305651e-4,Loss,TRUE,uuid:461d411a-b9db-47b0-a604-9a4469a01f35,uid
109,NA-11,Muhammad Yaseen,00136,14,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,27,4.25324112726643e-4,Loss,TRUE,uuid:38758c3d-8b13-41fa-9fb6-5570dea2fff1,uid
110,NA-11,Muhammad Naseer,00135,15,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,26,4.09571367810841e-4,Loss,TRUE,uuid:545f7742-6118-4dac-a16a-35cc11e0b001,uid
111,NA-11,Sher Baz,00140,15,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Independent,26,4.09571367810841e-4,Loss,TRUE,uuid:95b6e1f9-5c5d-4be4-88c9-d89bdb4dc9bc,uid
112,NA-11,Juma Din,00132,16,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,11,Kohistan-cum-Lower Kolai Pallas Kohistan,154620,63229,0.4089,0.408931574181865,63481,63481,1567,Pak Sarzameen Party,17,2.67796663568627e-4,Loss,TRUE,uuid:85df6a65-1e46-40a6-8f01-dfe984edb19f,uid
113,NA-12,Muhammad Nawaz Khan,00255,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Pakistan Tehreek-e-Insaf,35120,0.390239566202942,Win,TRUE,uuid:df297e09-714a-4746-8734-370844479aaf,uid
114,NA-12,Muhammad Yousaf,00256,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Muttahida Majlis-e-Amal Pakistan,24307,0.270089781768079,Loss,TRUE,uuid:28a19680-6c94-4887-8df0-9930174456a8,uid
115,NA-12,Sardar Malik Jan,00261,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Pakistan Peoples Party Parliamentarians,12505,0.138950620027557,Loss,TRUE,uuid:1eb54725-2078-4194-914d-7e32e51a81aa,uid
116,NA-12,Rasheed Ahmed,00257,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Independent,12088,0.134317080759145,Loss,TRUE,uuid:8bd93364-ab8b-496d-8763-141e0cdcd5ad,uid
117,NA-12,Saeed Ahmed,00260,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Independent,3469,0.0385461576070048,Loss,TRUE,uuid:3f17080e-c95d-4a7a-96de-43de52583de5,uid
118,NA-12,Misbah Ullah Babar,00254,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Awami National Party,1015,0.0112782790346238,Loss,TRUE,uuid:c44fde18-b31d-407f-9f0c-3aeb1dd0f372,uid
119,NA-12,Sabir Hussain Shah,00259,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Pakistan Muslim League,950,0.0105560247122094,Loss,TRUE,uuid:4695e70e-959e-4389-b4dd-19bb36a9b891,uid
120,NA-12,Rustam Khan,00258,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,12,Battagram,258155,91643,0.0355,0.354992155875346,89996,89996,3492,Qaumi Watan Party,542,0.00602248988843949,Loss,TRUE,uuid:d14d1d8f-d74a-4ac8-970f-ffb1e9139943,uid
121,NA-13,Saleh Muhammad,00389,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,108950,0.431336529591784,Win,TRUE,uuid:ce74d949-d452-491b-b893-44a4902639c8,uid
122,NA-13,Sardar Shah JehanYousaf,00392,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Pakistan Muslim League (N),107114,0.424067746954515,Loss,TRUE,uuid:09dc8736-133d-491a-85de-2bd942620208,uid
123,NA-13,Muhammad Baseer Khan,00385,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Muttahida Majlis-e-Amal Pakistan,19814,0.0784442588098358,Loss,TRUE,uuid:b7d598e2-b382-44f2-8b96-a4e3a38c47f6,uid
124,NA-13,Sardar Muhammad Sultan,00391,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,5474,0.0216717408259332,Loss,TRUE,uuid:04692dbe-79da-44b2-9669-385f809cb7e0,uid
125,NA-13,Aamir Shahzad,00379,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Tehreek-e-Labbaik Pakistan,4644,0.0183857443177994,Loss,TRUE,uuid:827e0ed6-edc3-47fc-b94f-8ea51ae4186c,uid
126,NA-13,Samar Islam,00390,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,3561,0.0140981127294754,Loss,TRUE,uuid:7a8b22db-64d8-4505-9c14-05d2eb15d80e,uid
127,NA-13,Muhammad Javed,00387,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Pak Sarzameen Party,753,0.00298115104894551,Loss,TRUE,uuid:4e0e9d6d-0be5-407b-be67-d55b1ca76e04,uid
128,NA-13,Nargis Ali,00388,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Pakistan Muslim League,593,0.00234770593894381,Loss,TRUE,uuid:ba35688e-535b-4353-8846-d107344bdfa8,uid
129,NA-13,Muhammad Banaris,00384,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,483,0.00191221242581764,Loss,FALSE,NA,NA
130,NA-13,Ambereen Ahsan,00382,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,376,0.001488596008504,Loss,TRUE,uuid:9f19b769-4707-4ff0-bd1b-4a50972fb6c8,uid
131,NA-13,Afsar Khan,00381,11,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,292,0.00115603732575311,Loss,TRUE,uuid:eeeaa05a-3461-467e-a31a-2a07e4e235b7,uid
132,NA-13,Muhammad Gulfam Swati,00386,12,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Independent,204,8.07642515252171e-4,Loss,TRUE,uuid:3363b558-1bdd-4ad8-9654-cc8efddfe035,uid
133,NA-13,Iffat Kalsoom,00383,13,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Awami National Party,186,7.36379940376979e-4,Loss,TRUE,uuid:07f16c8d-5a87-4e34-8a52-d5d8e2c50468,uid
134,NA-13,Abdul Salam,00380,14,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,13,Mansehra-I,526974,261154,0.5966,0.495572836610535,252587,252587,10363,Humdardan-e-Watan Pakistan,143,5.66141567064022e-4,Loss,TRUE,uuid:18b6d48a-0be0-41a8-976b-944e740255de,uid
135,NA-14,Muhammad Sajjad,00534,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Pakistan Muslim League (N),75220,0.366950099274588,Win,TRUE,uuid:b11891d2-17cf-436d-8b9f-9bc6e108fc4a,uid
136,NA-14,Zar Gul Khan,00538,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Pakistan Tehreek-e-Insaf,59918,0.292301463019606,Loss,TRUE,uuid:77e0f762-8860-47e8-b9e3-69ae73a22fc4,uid
137,NA-14,Kifayatullah,00531,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Muttahida Majlis-e-Amal Pakistan,45798,0.223419046085849,Loss,FALSE,uuid:1ead617f-59f3-4f2c-9c11-16f6a71aa2ea,fuzzy
138,NA-14,Fakhar uz zaman khan,00530,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Pakistan Muslim League,7231,0.0352754077087815,Loss,TRUE,uuid:600790e5-7746-437b-90c0-acb44b7a0ece,uid
139,NA-14,Qazi Tayyab Shehzad,00536,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Tehreek-e-Labbaik Pakistan,6291,0.0306897510573841,Loss,TRUE,uuid:55420226-5c71-4bae-8ace-4b52e101a53c,uid
140,NA-14,Muhammad Asif,00533,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Qaumi Watan Party,4923,0.024016157122159,Loss,TRUE,uuid:06340386-40aa-46e0-8d79-ad684ae564ab,uid
141,NA-14,Roshan Zaman,00537,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Independent,3559,0.0173620766194929,Loss,TRUE,uuid:44cff151-ba6b-4bb5-b3fd-919e3682db33,uid
142,NA-14,AHMED SHERYAR KHAN,00529,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Independent,972,0.00474176411187051,Loss,TRUE,uuid:5ff164bb-9bc2-4034-9167-0685ae3e337b,uid
143,NA-14,Muhammad Aqeel Khan Durrani,00532,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Allah-o-Akbar Tehreek,713,0.00347826935366633,Loss,TRUE,uuid:f4b3891b-6fa3-4195-a70a-16932c5549a2,uid
144,NA-14,Muhammad Wajid khan,00535,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,14,Mansehra-cum-Torghar,510931,212009,0.4149,0.414946440908851,204987,204987,8033,Independent,362,0.00176596564660198,Loss,TRUE,uuid:88f40dab-3c17-47b5-9b5f-0fd031485e0c,uid
145,NA-15,Murtaza Javed Abbasi,00665,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Pakistan Muslim League (N),95348,0.40710647327814,Win,TRUE,uuid:777bc43e-c779-4549-997b-353af97d3dfa,uid
146,NA-15,Ali Asghar Khan,00660,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Pakistan Tehreek-e-Insaf,82073,0.350426328621018,Loss,FALSE,NA,NA
147,NA-15,Sardar Muhammad Yaqoob,00671,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Independent,30325,0.129478371881525,Loss,FALSE,NA,NA
148,NA-15,Fazal ur Rehman,00662,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Majlis-e-Wahdat-e-Muslimeen Pakistan,7255,0.030976606364401,Loss,FALSE,NA,NA
149,NA-15,Makhdoom Arif Hussain Kazmi,00663,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Tehreek-e-Labbaik Pakistan,6867,0.0293199663548369,Loss,TRUE,uuid:3345eaff-eb46-4464-ad7e-70bfdca704c0,uid
150,NA-15,Sardar Gohar Zaman Khan,00668,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Independent,5006,0.021374071875974,Loss,TRUE,uuid:d945c28b-39bb-423b-92cd-8f76cc7ca65e,uid
151,NA-15,Ayaz Khan Jadoon,00661,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Pakistan Rah-e-Haq Party,2307,0.00985017655171236,Loss,FALSE,NA,NA
152,NA-15,Sardar Muhammad Iqbal Khan,00670,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Qaumi Watan Party,1789,0.00763847674512935,Loss,FALSE,NA,NA
153,NA-15,Sardar Manzoor Mumtaz Abbasi,00669,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Pakistan Peoples Party Parliamentarians,1007,0.00429957858152334,Loss,FALSE,NA,NA
154,NA-15,Sameen Riaz Abbasi,00667,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Pakistan Justice & Democratic Party,819,0.00349687672121908,Loss,TRUE,uuid:3f49119c-2ff6-4d5e-95ea-7893cd4f335d,uid
155,NA-15,Muhammad Asghar Shah,00664,11,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Independent,818,0.00349260703047278,Loss,TRUE,uuid:a46018d5-9ada-4b0e-998a-43d68113fd3d,uid
156,NA-15,Nusrat Anjum,00666,12,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Pak Sarzameen Party,377,0.00160967341135482,Loss,TRUE,uuid:f3db85f9-33dc-4650-987c-42ea7b7b4f2d,uid
157,NA-15,Zulfiqar Javed,00672,13,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,15,Abbottabad-I,478336,241869,0.5056,0.505646658415842,234209,234209,8190,Independent,218,9.30792582693236e-4,Loss,FALSE,NA,NA
158,NA-16,Ali Khan Jadoon,00770,1,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Pakistan Tehreek-e-Insaf,85763,0.486797443494647,Win,TRUE,uuid:befe1d50-0e6f-46d4-bd66-2eab320e6269,uid
159,NA-16,Mohabbat Khan,00775,2,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Pakistan Muslim League (N),55102,0.312763228098855,Loss,FALSE,NA,NA
160,NA-16,Shouket Ali Tanoli,00785,3,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Independent,12689,0.0720237487086923,Loss,TRUE,uuid:b0b8a822-004a-4406-b73a-eef646eeb132,uid
161,NA-16,Ayaz Khan Jadoon,00771,4,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Pakistan Rah-e-Haq Party,7940,0.045068056170464,Loss,TRUE,uuid:87464834-9e4e-4917-a2fe-fbc4093d917c,uid
162,NA-16,Muhammad Saeed Khan,00780,5,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Muttahida Majlis-e-Amal Pakistan,4177,0.0237089761491219,Loss,TRUE,uuid:cdf747b8-eb2d-4891-8c9a-1b8233d46132,uid
163,NA-16,Muhammad Waqas,00781,6,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Tehreek-e-Labbaik Pakistan,3072,0.017436910397439,Loss,TRUE,uuid:287e5d8d-ca1a-4567-b857-f4a9287f2390,uid
164,NA-16,Jamil Hussain,00773,7,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Qaumi Watan Party,2354,0.0133614866782459,Loss,FALSE,NA,NA
165,NA-16,Muhammad Rohail,00779,8,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Independent,1472,0.00835518623210616,Loss,FALSE,NA,NA
166,NA-16,Sardar Maqsood Ayub,00784,9,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Independent,836,0.00474520087638638,Loss,TRUE,uuid:e6b2ff4c-4540-4aa7-a94d-28ae3444ec1f,uid
167,NA-16,Muhammad Irshad,00777,10,2018-07-25,General Election,Contested,National,Khyber Paktunkhwa,16,Abbottabad-II,360392,179604,0.4984,0.498357344225177,176178,176178,4376,Awami National Party,523,0.00296858858654316,Loss,TRUE,uuid:7c0c275b-2542-4e55-a563-932a1e0185dc,uid
